225,20
225,70
225,120
225,170
225,220
225,270
225,320
225,370
225,420
225,470
225,520
225,570
225,620
225,627
205,627
205,577
205,527
205,477
205,427
205,377
205,327
205,277
205,227
205,177
205,127
205,77
205,27
205,20
185,20
185,70
185,120
185,170
185,220
185,270
185,320
185,370
185,420
185,470
185,520
185,570
185,620
185,627
165,627
165,577
165,527
165,477
165,427
165,377
165,327
165,277
165,227
165,177
165,127
165,77
165,27
165,20
145,20
145,70
145,120
145,170
145,220
145,270
145,320
145,370
145,420
145,470
145,520
145,570
145,620
145,627
125,627
125,577
125,527
125,477
125,427
125,377
125,327
125,277
125,227
125,177
125,127
125,77
125,27
125,20
105,20
105,70
105,120
105,170
105,220
105,270
105,320
105,370
105,420
105,470
105,520
105,570
105,620
105,627
85,627
85,577
85,527
85,477
85,427
85,377
85,327
85,277
85,227
85,177
85,127
85,77
85,27
85,20
65,20
65,70
65,120
65,170
65,220
65,270
65,320
65,370
65,420
65,470
65,520
65,570
65,620
65,627
45,627
45,577
45,527
45,477
45,427
45,377
45,327
45,277
45,227
45,177
45,127
45,77
45,27
45,20
25,20
25,70
25,120
25,170
25,220
25,270
25,320
25,370
25,420
25,470
25,520
25,570
25,620
25,627
123,324
150,365
178,407
206,448
233,490
245,507
292,521
327,532
265,402
265,452
265,502
265,552
265,602
265,627
285,627
285,577
285,527
285,477
285,427
285,415
305,427
305,477
305,527
305,577
305,627
325,627
325,577
325,527
325,477
325,440
345,452
345,502
345,552
345,602
345,627
365,627
365,577
365,527
365,477
365,464
385,477
385,527
385,577
385,627
327,532
374,547
408,558
455,542
488,532
548,401
548,451
548,501
548,551
548,601
548,627
528,627
528,577
528,527
528,477
528,427
528,414
508,427
508,477
508,527
508,577
508,627
488,627
488,577
488,527
488,477
488,440
468,453
468,503
468,553
468,603
468,627
448,627
448,577
448,527
448,477
448,466
428,478
428,528
428,578
428,627
488,532
535,516
568,506
604,496
588,356
588,406
588,456
588,506
588,556
588,606
588,627
608,627
608,577
608,527
608,477
608,427
608,396
604,496
639,531
640,532
688,519
737,507
772,499
883,317
883,367
883,417
883,467
883,517
883,567
883,617
883,627
863,627
863,577
863,527
863,477
863,427
863,377
863,327
843,337
843,387
843,437
843,487
843,537
843,587
843,627
823,627
823,577
823,527
823,477
823,427
823,377
823,347
803,357
803,407
803,457
803,507
803,557
803,607
803,627
783,627
783,577
783,527
783,477
783,427
783,377
783,367
763,377
763,427
763,477
763,527
763,577
763,627
743,627
743,577
743,527
743,477
743,427
743,387
723,397
723,447
723,497
723,547
723,597
723,627
703,627
703,577
703,527
703,477
703,427
703,406
683,416
683,466
683,516
683,566
683,616
683,627
663,627
663,577
663,527
663,477
663,427
663,426
772,499
723,511
674,523
640,532
604,496
604,496
594,447
584,398
574,349
568,319
554,300
548,276
548,326
548,329
554,300
540,282
531,232
523,183
521,168
522,20
522,70
522,120
522,170
522,220
522,270
522,312
521,168
504,120
502,112
460,84
447,76
482,20
482,70
482,120
482,164
462,139
462,89
462,39
462,20
442,20
442,70
442,113
422,88
422,38
422,20
447,76
404,49
391,41
348,67
335,76
298,20
298,70
298,120
298,164
318,139
318,89
318,39
318,20
338,20
338,70
338,114
358,90
358,40
358,20
335,76
292,102
278,111
266,159
262,178
258,20
258,70
258,120
258,170
258,220
258,270
258,320
258,335
262,178
269,227
276,276
278,284
325,268
342,263
298,309
340,282
382,255
386,253
366,241
324,268
298,285
298,261
330,241
342,263
389,248
406,243
453,257
454,258
482,287
439,261
426,252
446,242
482,264
454,258
501,273
502,274
510,224
519,175
521,168
536,120
540,108
586,89
612,79
560,20
560,70
560,120
560,170
560,173
580,157
580,107
580,57
580,20
600,20
600,70
600,120
600,140
620,124
620,74
620,24
620,20
640,20
640,70
640,108
660,91
660,41
660,20
612,79
658,59
684,49
732,60
752,65
800,20
800,70
800,120
800,130
780,121
780,71
780,21
780,20
760,20
760,70
760,111
740,102
740,52
740,20
720,20
720,70
720,92
752,65
800,76
820,81
849,121
862,139
883,20
883,70
883,120
883,170
883,220
883,261
863,257
863,207
863,157
863,107
863,57
863,20
843,20
843,70
843,120
843,170
843,220
843,253
862,139
838,182
820,216
786,228
800,205
762,238
762,238
787,243
800,232
786,228
820,216
843,172
862,139
903,143
931,184
959,225
987,266
1016,308
1027,324
1131,20
1131,70
1131,120
1131,170
1131,220
1131,270
1131,320
1131,370
1131,420
1131,470
1131,520
1131,570
1131,620
1131,627
1111,627
1111,577
1111,527
1111,477
1111,427
1111,377
1111,327
1111,277
1111,227
1111,177
1111,127
1111,77
1111,27
1111,20
1091,20
1091,70
1091,120
1091,170
1091,220
1091,270
1091,320
1091,370
1091,420
1091,470
1091,520
1091,570
1091,620
1091,627
1071,627
1071,577
1071,527
1071,477
1071,427
1071,377
1071,327
1071,277
1071,227
1071,177
1071,127
1071,77
1071,27
1071,20
1051,20
1051,70
1051,120
1051,170
1051,220
1051,270
1051,320
1051,370
1051,420
1051,470
1051,520
1051,570
1051,620
1051,627
1031,627
1031,577
1031,527
1031,477
1031,427
1031,377
1031,327
1031,277
1031,227
1031,177
1031,127
1031,77
1031,27
1031,20
1011,20
1011,70
1011,120
1011,170
1011,220
1011,270
1011,320
1011,370
1011,420
1011,470
1011,520
1011,570
1011,620
1011,627
991,627
991,577
991,527
991,477
991,427
991,377
991,327
991,277
991,227
991,177
991,127
991,77
991,27
991,20
971,20
971,70
971,120
971,170
971,220
971,270
971,320
971,370
971,420
971,470
971,520
971,570
971,620
971,627
951,627
951,577
951,527
951,477
951,427
951,377
951,327
951,277
951,227
951,177
951,127
951,77
951,27
951,20
931,20
931,70
931,120
931,170
931,220
931,270
931,320
931,370
931,420
931,470
931,520
931,570
931,620
931,627
1027,324
994,361
961,399
928,436
903,466
854,478
806,490
772,499
723,511
674,523
640,532
604,496
604,496
568,506
520,521
488,532
440,547
408,558
360,542
327,532
279,517
245,507
217,465
189,423
161,382
134,340
123,324
